Tout,Bottom,Mid,top,elbow,wrist
15.44,-32.11909807,16.96205591,10.98485211,16.96205591,10.98485211
15.46,-32.57891122,17.17692967,11.06907104,17.17692967,11.06907104
15.48,-32.97607304,17.36119125,11.14046563,17.36119125,11.14046563
15.5,-33.31816766,17.51890515,11.20097334,17.51890515,11.20097334
15.52,-33.61190666,17.65358011,11.2522049,17.65358011,11.2522049
15.54,-33.86342658,17.7683464,11.29554634,17.7683464,11.29554634
15.56,-34.07838392,17.86602491,11.33220657,17.86602491,11.33220657
15.58,-34.26169006,17.94902469,11.36319326,17.94902469,11.36319326
15.6,-34.41764952,18.01942617,11.38935826,18.01942617,11.38935826
15.62,-34.55013677,18.07907589,11.41144266,18.07907589,11.41144266
15.64,-34.66254025,18.12957069,11.43007712,18.12957069,11.43007712
15.66,-34.75771297,18.17224366,11.44578172,18.17224366,11.44578172
15.68,-34.83819599,18.20827194,11.45901012,18.20827194,11.45901012
15.7,-34.9062056,18.23867495,11.47015123,18.23867495,11.47015123
15.72,-34.96358096,18.2642943,11.47952382,18.2642943,11.47952382
15.74,-35.01194546,18.28586899,11.48740567,18.28586899,11.48740567
15.76,-35.05267649,18.3040235,11.49403024,18.3040235,11.49403024
15.78,-35.08694275,18.31928592,11.49959396,18.31928592,11.49959396
15.8,-35.11575084,18.3321097,11.50426482,18.3321097,11.50426482
15.82,-35.13995145,18.34287718,11.50818396,18.34287718,11.50818396
15.84,-35.16026542,18.35191164,11.51147039,18.35191164,11.51147039
15.86,-35.17730558,18.35948746,11.51422485,18.35948746,11.51422485
15.88,-35.19159258,18.36583742,11.51653265,18.36583742,11.51653265
15.9,-35.20356209,18.37115604,11.51846496,18.37115604,11.51846496
15.92,-35.21358527,18.3756089,11.52008225,18.3756089,11.52008225
15.94,-35.22197397,18.37933499,11.52143526,18.37933499,11.52143526
15.96,-35.22899115,18.38245144,11.52256666,18.38245144,11.52256666
15.98,-35.23485831,18.38505682,11.52351236,18.38505682,11.52351236
16,-35.23976142,18.38723389,11.52430248,18.38723389,11.52430248
16.02,-35.24385839,18.38905286,11.52496256,18.38905286,11.52496256
16.04,-35.24727889,18.39057139,11.52551356,18.39057139,11.52551356
16.06,-35.25013364,18.39183868,11.52597336,18.39183868,11.52597336
16.08,-35.25251634,18.39289636,11.52635708,18.39289636,11.52635708
16.1,-35.25450366,18.3937785,11.5266771,18.3937785,11.5266771
16.12,-35.25616026,18.39451382,11.52694384,18.39451382,11.52694384
16.14,-35.25754135,18.39512682,11.5271662,18.39512682,11.5271662
16.16,-35.25869235,18.39563769,11.52735151,18.39563769,11.52735151
16.18,-35.25965091,18.39606313,11.52750582,18.39606313,11.52750582
16.2,-35.26044911,18.39641739,11.52763432,18.39641739,11.52763432
16.22,-35.26111386,18.39671243,11.52774133,18.39671243,11.52774133
16.24,-35.26166698,18.39695791,11.52783036,18.39695791,11.52783036
16.26,-35.26212716,18.39716214,11.52790444,18.39716214,11.52790444
16.28,-35.26251007,18.39733208,11.52796607,18.39733208,11.52796607
16.3,-35.26282845,18.39747338,11.52801732,18.39747338,11.52801732
16.32,-35.26309319,18.39759087,11.52805993,18.39759087,11.52805993
16.34,-35.26331325,18.39768854,11.52809535,18.39768854,11.52809535
