Tout,Bottom,Mid,top,elbow,wrist
32.22,-1.59E-07,-1.59E-07,-1.59E-07,-1.59E-07,-1.59E-07
32.24,-1.31E-07,-1.31E-07,-1.31E-07,-1.31E-07,-1.31E-07
32.26,-1.08E-07,-1.08E-07,-1.08E-07,-1.08E-07,-1.08E-07
32.28,-8.93E-08,-8.93E-08,-8.93E-08,-8.93E-08,-8.93E-08
32.3,-7.37E-08,-7.37E-08,-7.37E-08,-7.37E-08,-7.37E-08
32.32,-6.09E-08,-6.09E-08,-6.09E-08,-6.09E-08,-6.09E-08
32.34,-5.02E-08,-5.02E-08,-5.02E-08,-5.02E-08,-5.02E-08
32.36,-4.15E-08,-4.15E-08,-4.15E-08,-4.15E-08,-4.15E-08
32.38,-3.42E-08,-3.42E-08,-3.42E-08,-3.42E-08,-3.42E-08
32.4,-2.82E-08,-2.82E-08,-2.82E-08,-2.82E-08,-2.82E-08
32.42,-2.33E-08,-2.33E-08,-2.33E-08,-2.33E-08,-2.33E-08
32.44,-1.92E-08,-1.92E-08,-1.92E-08,-1.92E-08,-1.92E-08
32.46,-1.59E-08,-1.59E-08,-1.59E-08,-1.59E-08,-1.59E-08
32.48,-1.31E-08,-1.31E-08,-1.31E-08,-1.31E-08,-1.31E-08
32.5,-1.08E-08,-1.08E-08,-1.08E-08,-1.08E-08,-1.08E-08
32.52,-8.92E-09,-8.92E-09,-8.92E-09,-8.92E-09,-8.92E-09
32.54,-7.36E-09,-7.36E-09,-7.36E-09,-7.36E-09,-7.36E-09
32.56,-6.07E-09,-6.07E-09,-6.07E-09,-6.07E-09,-6.07E-09
32.58,-5.01E-09,-5.01E-09,-5.01E-09,-5.01E-09,-5.01E-09
32.6,-4.13E-09,-4.13E-09,-4.13E-09,-4.13E-09,-4.13E-09
32.62,-3.41E-09,-3.41E-09,-3.41E-09,-3.41E-09,-3.41E-09
32.64,-2.81E-09,-2.81E-09,-2.81E-09,-2.81E-09,-2.81E-09
32.66,-2.32E-09,-2.32E-09,-2.32E-09,-2.32E-09,-2.32E-09
32.68,-1.91E-09,-1.91E-09,-1.91E-09,-1.91E-09,-1.91E-09
32.7,-1.58E-09,-1.58E-09,-1.58E-09,-1.58E-09,-1.58E-09
32.72,-1.30E-09,-1.30E-09,-1.30E-09,-1.30E-09,-1.30E-09
32.74,-1.07E-09,-1.07E-09,-1.07E-09,-1.07E-09,-1.07E-09
32.76,-8.83E-10,-8.83E-10,-8.83E-10,-8.83E-10,-8.83E-10
32.78,-7.28E-10,-7.28E-10,-7.28E-10,-7.28E-10,-7.28E-10
32.8,-6.00E-10,-6.00E-10,-6.00E-10,-6.00E-10,-6.00E-10
32.82,-4.95E-10,-4.95E-10,-4.95E-10,-4.95E-10,-4.95E-10
32.84,-4.08E-10,-4.08E-10,-4.08E-10,-4.08E-10,-4.08E-10
32.86,-3.36E-10,-3.36E-10,-3.36E-10,-3.36E-10,-3.36E-10
32.88,-2.77E-10,-2.77E-10,-2.77E-10,-2.77E-10,-2.77E-10
32.9,-2.28E-10,-2.28E-10,-2.28E-10,-2.28E-10,-2.28E-10
32.92,-1.88E-10,-1.88E-10,-1.88E-10,-1.88E-10,-1.88E-10
32.94,-1.55E-10,-1.55E-10,-1.55E-10,-1.55E-10,-1.55E-10
32.96,-1.28E-10,-1.28E-10,-1.28E-10,-1.28E-10,-1.28E-10
32.98,-1.05E-10,-1.05E-10,-1.05E-10,-1.05E-10,-1.05E-10
33,-8.68E-11,-8.68E-11,-8.68E-11,-8.68E-11,-8.68E-11
33.02,-7.15E-11,-7.16E-11,-7.15E-11,-7.16E-11,-7.15E-11
33.04,-5.89E-11,-5.90E-11,-5.90E-11,-5.90E-11,-5.90E-11
33.06,-4.85E-11,-4.86E-11,-4.86E-11,-4.86E-11,-4.86E-11
33.08,-4.00E-11,-4.00E-11,-4.00E-11,-4.00E-11,-4.00E-11
33.1,-3.30E-11,-3.30E-11,-3.30E-11,-3.30E-11,-3.30E-11
33.12,-2.72E-11,-2.72E-11,-2.72E-11,-2.72E-11,-2.72E-11
33.14,-2.24E-11,-2.24E-11,-2.24E-11,-2.24E-11,-2.24E-11
33.16,-1.84E-11,-1.85E-11,-1.84E-11,-1.85E-11,-1.84E-11
33.18,-1.52E-11,-1.53E-11,-1.52E-11,-1.53E-11,-1.52E-11
33.2,-1.24E-11,-1.25E-11,-1.25E-11,-1.25E-11,-1.25E-11
33.22,-1.02E-11,-1.03E-11,-1.03E-11,-1.03E-11,-1.03E-11
33.24,-8.42E-12,-8.49E-12,-8.50E-12,-8.49E-12,-8.50E-12
33.26,-6.95E-12,-7.03E-12,-7.00E-12,-7.03E-12,-7.00E-12
33.28,-5.69E-12,-5.76E-12,-5.72E-12,-5.76E-12,-5.72E-12
33.3,-4.69E-12,-4.75E-12,-4.71E-12,-4.75E-12,-4.71E-12
33.32,-3.84E-12,-3.89E-12,-3.89E-12,-3.89E-12,-3.89E-12
33.34,-3.13E-12,-3.23E-12,-3.16E-12,-3.23E-12,-3.16E-12
33.36,-2.58E-12,-2.68E-12,-2.67E-12,-2.68E-12,-2.67E-12
33.38,-2.12E-12,-2.19E-12,-2.16E-12,-2.19E-12,-2.16E-12
33.4,-1.74E-12,-1.81E-12,-1.76E-12,-1.81E-12,-1.76E-12
33.42,-1.45E-12,-1.48E-12,-1.50E-12,-1.48E-12,-1.50E-12
33.44,-1.22E-12,-1.21E-12,-1.20E-12,-1.21E-12,-1.20E-12
33.46,-9.03E-13,-9.67E-13,-9.16E-13,-9.67E-13,-9.16E-13
33.48,-7.38E-13,-8.21E-13,-7.63E-13,-8.21E-13,-7.63E-13
33.5,-5.98E-13,-6.42E-13,-6.36E-13,-6.42E-13,-6.36E-13
33.52,-5.09E-13,-5.85E-13,-5.60E-13,-5.85E-13,-5.60E-13
33.54,-4.58E-13,-5.47E-13,-5.09E-13,-5.47E-13,-5.09E-13
33.56,-4.45E-13,-4.71E-13,-4.58E-13,-4.71E-13,-4.58E-13
33.58,-3.82E-13,-4.33E-13,-4.07E-13,-4.33E-13,-4.07E-13
33.6,-3.69E-13,-4.39E-13,-3.82E-13,-4.39E-13,-3.82E-13
33.62,-3.82E-13,-4.33E-13,-3.82E-13,-4.33E-13,-3.82E-13
33.64,-3.82E-13,-4.13E-13,-4.07E-13,-4.13E-13,-4.07E-13
33.66,-3.69E-13,-4.45E-13,-3.82E-13,-4.45E-13,-3.82E-13
33.68,-3.56E-13,-4.33E-13,-4.07E-13,-4.33E-13,-4.07E-13
33.7,-3.82E-13,-4.39E-13,-4.07E-13,-4.39E-13,-4.07E-13
33.72,-3.56E-13,-4.45E-13,-4.07E-13,-4.45E-13,-4.07E-13
33.74,-3.43E-13,-4.45E-13,-4.07E-13,-4.45E-13,-4.07E-13
33.76,-3.94E-13,-4.45E-13,-4.07E-13,-4.45E-13,-4.07E-13
33.78,-3.43E-13,-4.45E-13,-3.82E-13,-4.45E-13,-3.82E-13
33.8,-3.69E-13,-4.39E-13,-3.82E-13,-4.39E-13,-3.82E-13
33.82,-3.82E-13,-3.94E-13,-4.07E-13,-3.94E-13,-4.07E-13
33.84,-3.82E-13,-4.39E-13,-4.07E-13,-4.39E-13,-4.07E-13
33.86,-3.94E-13,-4.07E-13,-4.07E-13,-4.07E-13,-4.07E-13
33.88,-3.69E-13,-4.52E-13,-4.07E-13,-4.52E-13,-4.07E-13
33.9,-3.94E-13,-4.33E-13,-4.07E-13,-4.33E-13,-4.07E-13
33.92,-3.82E-13,-4.33E-13,-4.07E-13,-4.33E-13,-4.07E-13
33.94,-3.56E-13,-4.39E-13,-4.07E-13,-4.39E-13,-4.07E-13
33.96,-3.69E-13,-4.33E-13,-4.07E-13,-4.33E-13,-4.07E-13
33.98,-3.82E-13,-4.13E-13,-4.07E-13,-4.13E-13,-4.07E-13
34,-3.94E-13,-4.26E-13,-4.07E-13,-4.26E-13,-4.07E-13
34.02,-3.82E-13,-4.20E-13,-4.07E-13,-4.20E-13,-4.07E-13
34.04,-3.69E-13,-4.33E-13,-4.07E-13,-4.33E-13,-4.07E-13
34.06,-3.82E-13,-4.33E-13,-4.07E-13,-4.33E-13,-4.07E-13
34.08,-3.43E-13,-4.39E-13,-3.82E-13,-4.39E-13,-3.82E-13
34.1,-3.56E-13,-4.33E-13,-3.82E-13,-4.33E-13,-3.82E-13
34.12,-3.82E-13,-4.33E-13,-4.33E-13,-4.33E-13,-4.33E-13
34.14,-3.69E-13,-4.45E-13,-4.07E-13,-4.45E-13,-4.07E-13
34.16,-3.82E-13,-4.20E-13,-4.07E-13,-4.20E-13,-4.07E-13
34.18,-3.82E-13,-4.07E-13,-3.82E-13,-4.07E-13,-3.82E-13
34.2,-3.82E-13,-4.45E-13,-4.07E-13,-4.45E-13,-4.07E-13
34.22,-3.69E-13,-4.13E-13,-4.07E-13,-4.13E-13,-4.07E-13
34.24,-3.82E-13,-4.45E-13,-4.07E-13,-4.45E-13,-4.07E-13
34.26,-3.69E-13,-4.20E-13,-4.33E-13,-4.20E-13,-4.33E-13
34.28,-3.82E-13,-4.20E-13,-4.07E-13,-4.20E-13,-4.07E-13
34.3,-3.94E-13,-4.20E-13,-4.07E-13,-4.20E-13,-4.07E-13
34.32,-3.82E-13,-4.45E-13,-4.07E-13,-4.45E-13,-4.07E-13
34.34,-3.82E-13,-4.13E-13,-4.07E-13,-4.13E-13,-4.07E-13
34.36,-3.94E-13,-4.20E-13,-4.07E-13,-4.20E-13,-4.07E-13
34.38,-3.43E-13,-4.26E-13,-4.33E-13,-4.26E-13,-4.33E-13
34.4,-3.94E-13,-4.07E-13,-4.07E-13,-4.07E-13,-4.07E-13
34.42,-3.94E-13,-4.26E-13,-4.07E-13,-4.26E-13,-4.07E-13
34.44,-3.43E-13,-4.20E-13,-3.82E-13,-4.20E-13,-3.82E-13
34.46,-3.69E-13,-4.20E-13,-3.82E-13,-4.20E-13,-3.82E-13
34.48,-3.69E-13,-4.52E-13,-3.82E-13,-4.52E-13,-3.82E-13
34.5,-3.69E-13,-4.33E-13,-3.82E-13,-4.33E-13,-3.82E-13
34.52,-3.69E-13,-4.07E-13,-4.07E-13,-4.07E-13,-4.07E-13
34.54,-3.56E-13,-4.33E-13,-3.82E-13,-4.33E-13,-3.82E-13
34.56,-3.82E-13,-4.45E-13,-4.07E-13,-4.45E-13,-4.07E-13
34.58,-3.82E-13,-4.33E-13,-4.07E-13,-4.33E-13,-4.07E-13
34.6,-3.94E-13,-4.39E-13,-3.82E-13,-4.39E-13,-3.82E-13
34.62,-3.69E-13,-4.39E-13,-3.82E-13,-4.39E-13,-3.82E-13
34.64,-3.94E-13,-4.20E-13,-4.07E-13,-4.20E-13,-4.07E-13
34.66,-3.82E-13,-4.33E-13,-4.07E-13,-4.33E-13,-4.07E-13
34.68,-3.82E-13,-4.33E-13,-4.07E-13,-4.33E-13,-4.07E-13
34.7,-3.69E-13,-4.01E-13,-4.07E-13,-4.01E-13,-4.07E-13
34.72,-3.82E-13,-4.45E-13,-4.07E-13,-4.45E-13,-4.07E-13
34.74,-3.43E-13,-4.26E-13,-4.33E-13,-4.26E-13,-4.33E-13
34.76,-3.56E-13,-4.45E-13,-3.82E-13,-4.45E-13,-3.82E-13
34.78,-3.56E-13,-4.45E-13,-4.07E-13,-4.45E-13,-4.07E-13
34.8,-3.94E-13,-4.26E-13,-4.07E-13,-4.26E-13,-4.07E-13
34.82,-3.82E-13,-4.01E-13,-4.07E-13,-4.01E-13,-4.07E-13
34.84,-3.82E-13,-4.45E-13,-4.07E-13,-4.45E-13,-4.07E-13
34.86,-3.69E-13,-4.45E-13,-3.82E-13,-4.45E-13,-3.82E-13
34.88,-3.82E-13,-4.26E-13,-3.82E-13,-4.26E-13,-3.82E-13
34.9,-3.69E-13,-4.20E-13,-4.07E-13,-4.20E-13,-4.07E-13
34.92,-3.82E-13,-4.20E-13,-4.07E-13,-4.20E-13,-4.07E-13
34.94,-3.82E-13,-4.45E-13,-4.07E-13,-4.45E-13,-4.07E-13
34.96,-3.82E-13,-4.52E-13,-4.07E-13,-4.52E-13,-4.07E-13
34.98,-3.69E-13,-4.20E-13,-4.07E-13,-4.20E-13,-4.07E-13
35,-3.94E-13,-4.45E-13,-4.07E-13,-4.45E-13,-4.07E-13
